Date,Open,High,Low,Close,Volume
2025-04-15 00:00:00+05:30,3203.683386247662,3203.683386247662,3130.415650876791,3139.69482421875,3512160
2025-04-16 00:00:00+05:30,3139.695005759879,3168.596348657385,3121.136422017699,3164.43994140625,2384391
2025-04-17 00:00:00+05:30,3137.085076745666,3193.2443586174536,3110.50370573642,3188.701171875,2932346
2025-04-21 00:00:00+05:30,3180.195072407739,3241.960413439671,3174.3955010062373,3210.642822265625,2432946
2025-04-22 00:00:00+05:30,3211.6093750675464,3222.531712274605,3184.931252579041,3203.68310546875,2710498
2025-04-23 00:00:00+05:30,3252.593171873855,3306.625754540036,3225.818529364827,3298.98974609375,3543923
2025-04-24 00:00:00+05:30,3287.487161364933,3298.5062526941524,3274.534643572778,3287.970458984375,2252175
2025-04-25 00:00:00+05:30,3305.7558885472554,3361.625143451318,3291.256959211522,3332.820556640625,2742991
2025-04-28 00:00:00+05:30,3320.2546435993536,3342.2930622298845,3291.2567864500143,3328.470703125,1593296
2025-04-29 00:00:00+05:30,3339.586779424834,3378.250591632357,3315.808440523134,3356.502197265625,1578332
2025-04-30 00:00:00+05:30,3356.018573547744,3392.652437661013,3253.5594811525652,3338.329833984375,2809332
2025-05-02 00:00:00+05:30,3356.0185874198487,3374.867194117627,3305.7556362257724,3316.38818359375,1721761
2025-05-05 00:00:00+05:30,3334.753505470742,3387.4329449049897,3331.27366828836,3338.909912109375,1284443
2025-05-06 00:00:00+05:30,3344.419921875,3356.9856614658597,3322.1882287527096,3344.419921875,1324763
2025-05-07 00:00:00+05:30,3306.335993163342,3343.936456116555,3306.335993163342,3330.017578125,1477128
2025-05-08 00:00:00+05:30,3332.8203442362383,3360.8516058321925,3314.165009149484,3333.690185546875,2543591
2025-05-09 00:00:00+05:30,3285.457254527544,3331.0805031274213,3284.5874131966707,3325.377685546875,2531757
2025-05-12 00:00:00+05:30,3387.916425868549,3509.22413241534,3385.209911911905,3499.46142578125,2228678
2025-05-13 00:00:00+05:30,3499.461570957545,3501.9748131612287,3393.232840630001,3397.58251953125,3062887
2025-05-14 00:00:00+05:30,3403.3820953219624,3442.0459078220697,3391.396407841002,3430.15673828125,2119499
2025-05-15 00:00:00+05:30,3444.9454390459973,3479.7428677232297,3396.7124309124556,3460.314208984375,3548330
2025-05-16 00:00:00+05:30,3473.84680313206,3473.84680313206,3427.6437359304055,3442.3359375,1666727
2025-05-19 00:00:00+05:30,3431.413341631395,3431.413341631395,3386.659931697025,3401.255615234375,2537377
2025-05-20 00:00:00+05:30,3413.8211261851047,3439.145874352896,3377.283778805233,3381.440185546875,2038374
2025-05-21 00:00:00+05:30,3390.8162851170264,3418.8475485914832,3381.4403579795026,3408.021728515625,1440153
2025-05-22 00:00:00+05:30,3378.2502763697153,3380.956790168703,3336.0101126719387,3360.8515625,2034383
2025-05-23 00:00:00+05:30,3360.851966080111,3416.9144952813326,3349.8328737001534,3397.196044921875,1274331
2025-05-26 00:00:00+05:30,3403.3816582637282,3426.579942784697,3392.8458651045166,3419.13720703125,967470
2025-05-27 00:00:00+05:30,3414.014328285304,3421.747090070775,3366.7479162656796,3381.82666015625,2467680
2025-05-28 00:00:00+05:30,3402.4152283668,3411.114585484783,3376.31715701285,3380.860107421875,1222933
2025-05-29 00:00:00+05:30,3387.626457620242,3414.4978538154573,3370.034470581059,3381.2470703125,3188072
2025-05-30 00:00:00+05:30,3373.417337946492,3389.5594310198626,3337.750068509547,3347.705810546875,3404365
2025-06-02 00:00:00+05:30,3334.7535745851437,3344.419526975246,3304.4025784742903,3334.560302734375,1877585
2025-06-03 00:00:00+05:30,3330.8873298742683,3357.468700034321,3286.9072447003623,3291.4501953125,2848125
2025-06-04 00:00:00+05:30,3304.9078969735056,3310.56402774214,3286.379348716646,3297.0087890625,2544807
2025-06-05 00:00:00+05:30,3324.4116310325603,3324.4116310325603,3280.2356236372652,3287.4521484375,3584683
2025-06-06 00:00:00+05:30,3287.4520036268846,3306.7605099618336,3275.359545608902,3300.226806640625,2070390
2025-06-09 00:00:00+05:30,3315.634960419095,3348.791310023286,3306.760665733127,3336.991455078125,1718678
2025-06-10 00:00:00+05:30,3354.642197095073,3399.305794893864,3338.259013167141,3376.973876953125,2419874
2025-06-11 00:00:00+05:30,3383.897728850111,3402.4262754922297,3363.516422776853,3385.75048828125,2847013
2025-06-12 00:00:00+05:30,3385.7505745896515,3388.481144938844,3338.259030391803,3348.986083984375,4060134
2025-06-13 00:00:00+05:30,3309.003383077588,3364.881627257479,3309.003383077588,3360.20068359375,2178493
2025-06-16 00:00:00+05:30,3354.6425898751086,3421.9304790324873,3341.18496442709,3409.545654296875,1934088
2025-06-17 00:00:00+05:30,3422.905193528652,3432.6570601768817,3401.5487008021014,3428.07373046875,2111940
2025-06-18 00:00:00+05:30,3431.7796073253016,3450.2105407013996,3357.665418209048,3365.75927734375,2696327
2025-06-19 00:00:00+05:30,3364.394161188714,3365.3693479021017,3328.3122527933565,3339.039306640625,2672768
2025-06-20 00:00:00+05:30,3340.0145242959966,3360.786049100129,3326.2642962767654,3350.448974609375,2351248
2025-06-23 00:00:00+05:30,3330.2626997221478,3340.014567071261,3286.3792966511382,3309.393798828125,3123421
2025-06-24 00:00:00+05:30,3349.376392565029,3356.690292940616,3298.081476031171,3306.27294921875,3403048
2025-06-25 00:00:00+05:30,3322.7537403887272,3364.3941654870573,3315.634829755361,3359.3232421875,1757699
2025-06-26 00:00:00+05:30,3359.3232652421043,3365.759354753242,3330.555256962972,3356.397705078125,2879106
2025-06-27 00:00:00+05:30,3369.2703330730474,3380.387367158931,3345.8658502962735,3355.71533203125,1778433
2025-06-30 00:00:00+05:30,3354.544471150048,3378.924137465807,3344.890218522079,3376.09619140625,1468351
2025-07-01 00:00:00+05:30,3369.2699264830403,3398.525526423559,3328.7996798986564,3344.59765625,2375183
2025-07-02 00:00:00+05:30,3400.671024568939,3403.3039810516498,3335.1385257152824,3338.356689453125,3090585
2025-07-03 00:00:00+05:30,3344.8904436190446,3350.058980842342,3313.294489180619,3316.4150390625,2531870
2025-07-04 00:00:00+05:30,3323.4363525656718,3341.964900305915,3305.980605453995,3334.943603515625,1109320
2025-07-07 00:00:00+05:30,3333.480761079366,3341.0872649943594,3323.826269850942,3327.04443359375,1639174
2025-07-08 00:00:00+05:30,3320.5107317732236,3340.0144658805552,3309.1984707578945,3321.680908203125,2325242
2025-07-09 00:00:00+05:30,3325.3867588452995,3329.2875057764963,3283.4537293349335,3299.8369140625,2034938
2025-07-10 00:00:00+05:30,3296.1311694956757,3314.659717489882,3272.7266878187834,3298.08154296875,3035012
2025-07-11 00:00:00+05:30,3218.0184502225306,3252.247598137654,3180.1813972680684,3184.959716796875,7635550
2025-07-14 00:00:00+05:30,3184.9597625910983,3190.8108827918168,3120.5974403831947,3142.734130859375,3924009
2025-07-15 00:00:00+05:30,3126.448660244279,3178.523536457564,3126.448660244279,3171.599853515625,2590889
2025-07-16 00:00:00+05:30,3157.607249475903,3175.1222359666176,3151.344969328223,3163.576171875,2540733
2025-07-17 00:00:00+05:30,3154.7696780470374,3172.2846643823304,3135.199754145851,3140.18994140625,2947640
2025-07-18 00:00:00+05:30,3155.6502438038765,3159.3685771406017,3118.46738821797,3121.304931640625,3432645
2025-07-21 00:00:00+05:30,3121.4030943290218,3128.83976152069,3084.2202361520617,3090.286865234375,3844346
2025-07-22 00:00:00+05:30,3091.65673828125,3111.7159107005,3086.764257203384,3091.65673828125,3198036
2025-07-23 00:00:00+05:30,3091.6566291573,3113.5748480562365,3089.6996367952283,3110.7373046875,1922875
2025-07-24 00:00:00+05:30,3097.0385335433134,3105.4534578423713,3072.478182452152,3080.30615234375,2934778
2025-07-25 00:00:00+05:30,3072.4780444334683,3089.014534530361,3058.3877948178133,3068.368408203125,2568917
2025-07-28 00:00:00+05:30,3043.12328264916,3050.9512525080645,3003.885488175128,3013.08349609375,3374473
2025-07-29 00:00:00+05:30,2994.1984086760676,3007.8973556438664,2975.802632112602,2990.284423828125,4785312
2025-07-30 00:00:00+05:30,2994.1983151611034,3003.0047807939304,2981.673516260727,2987.93603515625,2880121
2025-07-31 00:00:00+05:30,2976.2918502873677,2994.0027271024683,2950.166049468222,2971.497314453125,2968371
2025-08-01 00:00:00+05:30,2964.7455243430377,2971.4972914199097,2935.488583681943,2938.424072265625,2053847
2025-08-04 00:00:00+05:30,2944.392964480288,3013.181055141491,2927.2692812506943,3008.28857421875,2519252
2025-08-05 00:00:00+05:30,3008.2886143717656,3011.322048140622,2976.5854331255146,2998.014404296875,1927996
2025-08-06 00:00:00+05:30,2997.1337788834585,3000.8521121202134,2960.9294204705666,2967.093994140625,1487081
2025-08-07 00:00:00+05:30,2951.1446440658847,2985.9792055799644,2946.154217712285,2981.47802734375,2543076
2025-08-08 00:00:00+05:30,2982.5543093380406,2994.002666894786,2959.9509519667536,2971.105712890625,2762140
2025-08-11 00:00:00+05:30,2971.105606429514,2984.3153044195046,2956.3304579380692,2975.4111328125,1884215
2025-08-12 00:00:00+05:30,2975.6068714078456,3029.8154640054736,2961.809979769089,2970.127197265625,3358232
2025-08-13 00:00:00+05:30,2970.812449963036,2978.9337774241835,2963.473728360306,2970.91015625,2148166
2025-08-14 00:00:00+05:30,2968.757439673081,2990.1864106721328,2954.1779420022144,2957.30908203125,3342174
2025-08-18 00:00:00+05:30,2980.988718063058,2983.434958599791,2938.815435653507,2946.44775390625,2945609
2025-08-19 00:00:00+05:30,2946.4476070609903,2959.950901928915,2946.349900778797,2951.340087890625,2650784
2025-08-20 00:00:00+05:30,2946.1539583708727,3036.664852119672,2946.1539583708727,3031.96826171875,4952358
2025-08-21 00:00:00+05:30,3062.693270119804,3062.693270119804,3016.801891436903,3035.882568359375,3230726
2025-08-22 00:00:00+05:30,3019.639270954844,3029.1306363096523,2984.4134077810354,2988.327392578125,1593791
2025-08-25 00:00:00+05:30,3020.9115315912086,3084.220191422538,3010.9309175823823,3073.0654296875,3448370
2025-08-26 00:00:00+05:30,3061.7145608480614,3094.0049349317896,3052.9080951888627,3089.30810546875,5522097
2025-08-28 00:00:00+05:30,3077.370733980466,3078.838478368692,3020.1287028396528,3027.173828125,3116051
2025-08-29 00:00:00+05:30,3026.4887537573413,3048.0156702082504,3011.028465982645,3018.3671875,2271789
2025-09-01 00:00:00+05:30,3023.5531276055535,3063.7694152474464,3023.5531276055535,3045.667236328125,1246862
2025-09-02 00:00:00+05:30,3053.9847239556466,3087.1556510845603,3036.371791556432,3044.591064453125,2185229
2025-09-03 00:00:00+05:30,3062.595272321678,3074.33722714916,3021.5963756053266,3030.89208984375,1799774
2025-09-04 00:00:00+05:30,3048.99413571954,3050.951128104469,3024.3360794475675,3029.130615234375,1481391
2025-09-05 00:00:00+05:30,3030.5006621101975,3036.664997028233,2963.47367273015,2982.75,2802055
2025-09-08 00:00:00+05:30,2984.413214194218,2998.9927110613953,2951.144345576971,2954.079833984375,2626187
2025-09-09 00:00:00+05:30,2966.898378981974,2994.19832699537,2965.62628616296,2983.826171875,2489301
2025-09-10 00:00:00+05:30,2990.675797260498,3055.550145422665,2987.740308555338,3043.123291015625,2079428
2025-09-11 00:00:00+05:30,3071.4996140027415,3071.4996140027415,3043.221168990462,3057.017822265625,2263446
2025-09-12 00:00:00+05:30,3076.3919302537256,3080.990814432397,3053.886518550216,3066.019775390625,1447167
2025-09-15 00:00:00+05:30,3066.607284819441,3066.607284819441,3029.4244268669395,3044.982421875,1732539
2025-09-16 00:00:00+05:30,3060.736085121159,3082.26300132086,3042.242602669502,3078.055419921875,2573429
2025-09-17 00:00:00+05:30,3084.2199854121977,3113.966173979194,3074.8263264485827,3104.57275390625,2418271
2025-09-18 00:00:00+05:30,3116.51048247651,3134.1234145595795,3093.4178759668794,3108.388916015625,2633138
2025-09-19 00:00:00+05:30,3101.8328935510035,3112.107103450778,3076.3919928468,3101.050048828125,4901694
2025-09-22 00:00:00+05:30,3028.445731768582,3040.089740964508,2999.090845838676,3007.70166015625,3634901
2025-09-23 00:00:00+05:30,3003.983542191669,3014.4534044791503,2986.3706093710016,2996.546875,3177741
2025-09-24 00:00:00+05:30,2984.4133369924134,2991.262810224855,2967.778901999341,2970.127197265625,1625714
2025-09-25 00:00:00+05:30,2957.015390749667,2964.4520571099356,2887.5421635017433,2893.804443359375,4974361
2025-09-26 00:00:00+05:30,2877.7574418213358,2891.260737711385,2829.126226471788,2836.758544921875,3934636
2025-09-29 00:00:00+05:30,2853.2947314486933,2866.3087778304835,2831.7678164651984,2833.82275390625,3110035
2025-09-30 00:00:00+05:30,2848.402439766557,2852.610021207006,2823.0594837288886,2826.288330078125,2253458
2025-10-01 00:00:00+05:30,2828.8326264436423,2861.9058470940704,2804.957413772581,2851.53369140625,1952902
2025-10-03 00:00:00+05:30,2861.1229086009284,2861.1229086009284,2828.9304789544044,2839.498046875,2899519
2025-10-06 00:00:00+05:30,2839.5959635916415,2929.22631078988,2833.3336834873367,2924.137939453125,2112774
2025-10-07 00:00:00+05:30,2930.5959216848555,2939.891634958981,2891.9453243871753,2909.75390625,3062943
2025-10-08 00:00:00+05:30,2911.0263039913752,2977.5640480826064,2904.176830334925,2962.103759765625,4121889
2025-10-09 00:00:00+05:30,2968.757519004287,3000.069397912704,2955.0585719818546,2995.86181640625,3211304
2025-10-10 00:00:00+05:30,2984.413250266025,3003.983173218589,2942.239970746985,2963.179931640625,8817365
2025-10-13 00:00:00+05:30,2961.9079637241057,2970.225181329542,2933.7272257063764,2942.53369140625,2866865
2025-10-14 00:00:00+05:30,2956.0370052457697,2962.1036338769445,2891.9455044700007,2896.642333984375,3611416
2025-10-15 00:00:00+05:30,2917.954894078994,2926.499513769408,2898.31197994854,2916.7763671875,4282226
2025-10-16 00:00:00+05:30,2916.87439174088,2921.883430677564,2890.553079047838,2917.66015625,3251495
2025-10-17 00:00:00+05:30,2916.972551528368,2935.4369375213087,2902.6331292681275,2909.311767578125,4374683
2025-10-20 00:00:00+05:30,2932.1958010354274,2969.0262624451843,2925.320781572273,2961.365478515625,3133039
2025-10-21 00:00:00+05:30,2976.981832168517,2977.669286180243,2942.508423286113,2953.017333984375,310644
2025-10-23 00:00:00+05:30,3000.4550745732363,3042.687339125331,2981.892616996725,3018.330078125,5564758
2025-10-24 00:00:00+05:30,3025.0086400055093,3034.8300966289034,3003.6961270890743,3008.508544921875,2684318
2025-10-27 00:00:00+05:30,3011.7496607245316,3038.9550474990237,3005.5620951218402,3029.821044921875,1946312
2025-10-28 00:00:00+05:30,3021.0801556355614,3035.0265765381446,2985.919291823652,3003.30322265625,3470737
2025-10-29 00:00:00+05:30,3003.3032409472494,3021.080174034828,2991.714113509379,3003.0087890625,2895420
2025-10-30 00:00:00+05:30,2994.6603471523654,3009.0978400091353,2978.6513253692647,2981.106689453125,2241536
2025-10-31 00:00:00+05:30,2980.8120174669925,3012.6334402910475,2971.088871543434,3003.4013671875,1868085
2025-11-03 00:00:00+05:30,2992.499451583931,3003.4013640895914,2956.2583734171585,2962.93701171875,2194877
2025-11-04 00:00:00+05:30,2965.6872390451917,2975.214004338424,2922.8655907942766,2936.81201171875,2670720
2025-11-06 00:00:00+05:30,2936.7138956519902,2970.0085383136757,2936.61558517126,2957.142333984375,2542721
2025-11-07 00:00:00+05:30,2947.419237380036,2950.3656744717186,2907.6423366423182,2938.383544921875,1830520
2025-11-10 00:00:00+05:30,2939.5619693268272,2993.4816703122747,2938.579823663838,2971.18701171875,1556656
2025-11-11 00:00:00+05:30,2990.633609021809,3001.142519888641,2964.1156755427983,2992.597900390625,2806868
2025-11-12 00:00:00+05:30,3005.3656835637266,3080.4015151753365,3002.51755709654,3075.8837890625,4460315
2025-11-13 00:00:00+05:30,3075.8838537295965,3075.9819244274895,3046.61586484088,3050.249755859375,1740435
2025-11-14 00:00:00+05:30,3034.830102963518,3057.517763723578,3022.356900982103,3050.54443359375,2210794
2025-11-17 00:00:00+05:30,3050.544457369475,3067.7320066302495,3031.4909272444793,3046.812255859375,2232853
2025-11-18 00:00:00+05:30,3046.6158078736476,3049.5622448251693,3023.0443122614724,3031.98193359375,2548350
2025-11-19 00:00:00+05:30,3041.705020306013,3098.6694669245953,3028.4460542827223,3091.499755859375,3151053
2025-11-20 00:00:00+05:30,3091.794673762747,3108.0000778660146,3082.0715272134535,3088.65185546875,2700767
2025-11-21 00:00:00+05:30,3088.6516518716926,3113.4016740052466,3079.2229578295533,3094.34814453125,4177037
2025-11-24 00:00:00+05:30,3101.616062202543,3122.1428110333977,3075.0981288018247,3085.115966796875,6703764
2025-11-25 00:00:00+05:30,3089.142887490615,3093.562543096727,3059.3838251197944,3063.5087890625,2737920
2025-11-26 00:00:00+05:30,3063.115986297256,3121.2589624366606,3061.348076121797,3106.428466796875,2508527
2025-11-27 00:00:00+05:30,3123.223169867727,3123.223169867727,3069.205159068128,3080.59814453125,2836233
2025-11-28 00:00:00+05:30,3083.937297684263,3091.1070087848907,3069.205113141185,3081.48193359375,1616690
2025-12-01 00:00:00+05:30,3081.8747335418534,3097.687374390369,3066.4550948216056,3077.455078125,1747647
2025-12-02 00:00:00+05:30,3075.0980746626374,3087.8659682974553,3064.6872347092776,3079.714111328125,2512003
2025-12-03 00:00:00+05:30,3083.9373188138757,3154.5534946281955,3082.9551731709416,3123.22314453125,3952112
2025-12-04 00:00:00+05:30,3136.9731988901626,3191.9733551637537,3130.4909417024,3171.544677734375,5025905
2025-12-05 00:00:00+05:30,3172.330486734928,3213.187842167148,3164.866083794654,3180.384033203125,5244013
2025-12-08 00:00:00+05:30,3185.0983021118977,3201.6964674714213,3151.3125880977464,3178.71435546875,2544725
2025-12-09 00:00:00+05:30,3172.330579931189,3175.964471029267,3124.401822284255,3151.01806640625,2734893
2025-12-10 00:00:00+05:30,3167.41989738469,3167.41989738469,3121.357359750894,3132.259033203125,1386849
2025-12-11 00:00:00+05:30,3147.7768486239356,3151.1160479641035,3096.8035846478047,3134.91064453125,1914362
2025-12-12 00:00:00+05:30,3140.607031689688,3165.4553640739014,3128.8212841349605,3163.0,1146554
2025-12-15 00:00:00+05:30,3153.7680172761306,3180.384020730158,3140.2143592438706,3172.52685546875,1562190
2025-12-16 00:00:00+05:30,3162.509118995985,3162.509118995985,3134.1252044928165,3147.875244140625,1734623
2025-12-17 00:00:00+05:30,3143.3572206041695,3179.107227122374,3143.3572206041695,3160.348388671875,1376350
2025-12-18 00:00:00+05:30,3170.366292342023,3229.09865265339,3163.4912725011322,3222.2236328125,2307422
2025-12-19 00:00:00+05:30,3240.09857605464,3258.661033366418,3220.259281411304,3223.402099609375,3902511
2025-12-22 00:00:00+05:30,3250.9022578364156,3269.170263717588,3232.2414895890165,3265.5361328125,2632816
2025-12-23 00:00:00+05:30,3260.625245626059,3260.625245626059,3234.6966963938,3250.902099609375,2365420
2025-12-24 00:00:00+05:30,3245.107580613968,3267.696930860065,3237.2504153109776,3259.741455078125,1367708
2025-12-26 00:00:00+05:30,3253.9468611908032,3260.7235702886815,3213.384197736604,3221.437744140625,1176664
2025-12-29 00:00:00+05:30,3221.437683809396,3229.294848891858,3184.9999848268185,3193.446533203125,2079473
2025-12-30 00:00:00+05:30,3191.973384551631,3209.160933545371,3181.6608551553877,3188.83056640625,2807593
2025-12-31 00:00:00+05:30,3182.151893056932,3188.0447669329633,3141.392848747715,3148.955322265625,3362634
2026-01-01 00:00:00+05:30,3157.59834501185,3176.3574233163417,3141.0982497161094,3169.77685546875,1255735
2026-01-02 00:00:00+05:30,3176.2591039024273,3196.196709004467,3162.017991655493,3192.660888671875,1184324
2026-01-05 00:00:00+05:30,3182.642968809425,3189.026915514335,3134.026759287417,3158.6787109375,2341703
2026-01-06 00:00:00+05:30,3152.6876022111082,3204.9377039238207,3147.7768738587542,3197.669921875,2912325
2026-01-07 00:00:00+05:30,3185.0000101265678,3241.6700055592964,3165.651788913644,3236.75927734375,1989442
2026-01-08 00:00:00+05:30,3228.2143763788763,3228.2143763788763,3125.1873956711997,3146.6962890625,4159336
2026-01-09 00:00:00+05:30,3134.0267606372377,3172.0357492326657,3134.0267606372377,3150.52685546875,1938673
2026-01-12 00:00:00+05:30,3145.8126491306843,3193.937788002805,3117.6251157476318,3181.75927734375,2228342
2026-01-13 00:00:00+05:30,3187.0627488471305,3221.437847833155,3153.1787227037635,3209.652099609375,5645341
2026-01-14 00:00:00+05:30,3201.7948316366483,3201.7948316366483,3126.1696162881753,3135.5,3539511
2026-01-15 00:00:00+05:30,3135.5,3135.5,3135.5,3135.5,0
2026-01-16 00:00:00+05:30,3219.39990234375,3221.89990234375,3171.0,3206.699951171875,4293470
2026-01-19 00:00:00+05:30,3188.0,3220.0,3152.10009765625,3163.60009765625,3387562
2026-01-20 00:00:00+05:30,3151.60009765625,3160.0,3091.10009765625,3102.300048828125,4499273
2026-01-21 00:00:00+05:30,3100.0,3138.5,3082.0,3122.60009765625,2015150
2026-01-22 00:00:00+05:30,3150.0,3160.0,3122.300048828125,3150.39990234375,2269827
2026-01-23 00:00:00+05:30,3190.300048828125,3194.5,3152.0,3162.5,2068857
2026-01-27 00:00:00+05:30,3175.0,3175.0,3130.0,3158.0,4279874
2026-01-28 00:00:00+05:30,3176.0,3205.199951171875,3170.60009765625,3200.10009765625,2751234
2026-01-29 00:00:00+05:30,3200.10009765625,3200.10009765625,3125.60009765625,3144.39990234375,2457641
2026-01-30 00:00:00+05:30,3141.0,3141.0,3092.0,3123.89990234375,3022068
2026-02-02 00:00:00+05:30,3198.0,3198.0,3134.0,3169.60009765625,2636272
2026-02-03 00:00:00+05:30,3350.0,3350.0,3186.300048828125,3225.300048828125,4366060
2026-02-04 00:00:00+05:30,3120.0,3120.0,2986.0,2999.10009765625,10852595
2026-02-05 00:00:00+05:30,2990.0,3029.699951171875,2972.300048828125,2991.5,3521545
2026-02-06 00:00:00+05:30,2976.60009765625,2985.0,2916.0,2941.60009765625,4687389
2026-02-09 00:00:00+05:30,2959.10009765625,2977.0,2937.5,2948.199951171875,2380318
2026-02-10 00:00:00+05:30,2949.800048828125,3011.60009765625,2943.5,2984.60009765625,3547763
2026-02-11 00:00:00+05:30,2980.0,2998.0,2904.199951171875,2909.800048828125,3363513
2026-02-12 00:00:00+05:30,2869.800048828125,2880.0,2740.0,2750.10009765625,10612156
2026-02-13 00:00:00+05:30,2585.0,2713.0,2585.0,2697.300048828125,10215755
